Id,SalePrice
1691,161184.28
1692,226073.95
1693,154466.38
1694,167269.92
1695,151412.11
1696,268965.97
1697,153708.02
1698,325274.97
1699,314542.56
1700,213668.55
1701,269971.7
1702,230988.95
1703,224263.08
1704,229483.81
1705,200048.73
1706,415081.22
1707,202885.36
1708,197399.5
1709,220844.73
1710,204667.83
1711,210652.97
1712,281832.53
1713,236934.66
1714,216526.98
1715,189505.31
1716,163832.03
1717,154998.64
1718,144195.83
1719,206830.39
1720,195381.64
1721,156728.73
1722,138250.19
1723,137088.94
1724,196140.22
1725,238497.2
1726,186877.02
1727,166089.67
1728,171701.45
1729,140510.62
1730,169922.58
1731,116705.74
1732,117567.61
1733,111528.08
1734,122523.58
1735,118419.59
1736,106474.305
1737,280199.75
1738,207119.05
1739,317972.28
1740,269952.28
1741,187698.98
1742,159802.73
1743,156716.12
1744,246085.81
1745,185906.34
1746,263263.1
1747,210934.33
1748,281860.97
1749,140465.2
1750,123101.055
1751,270423.22
1752,110424.18
1753,167149.45
1754,201698.58
1755,136486.2
1756,116183.79
1757,109903.39
1758,134045.55
1759,188842.38
1760,153428.6
1761,140219.53
1762,184076.5
1763,163959.23
1764,113616.35
1765,160311.2
1766,187858.98
1767,199183.45
1768,134448.11
1769,139807.67
1770,127522.78
1771,121253.8
1772,150216.67
1773,125810.84
1774,207697.3
1775,122681.92
1776,127988.695
1777,96602.34
1778,124246.69
1779,131513.84
1780,138780.58
1781,127897.375
1782,100648.11
1783,124063.93
1784,99392.766
1785,120339.09
1786,117950.484
1787,156287.44
1788,79422.586
1789,91068.58
1790,88642.95
1791,226969.8
1792,159457.16
1793,117364.47
1794,113543.09
1795,123463.0
1796,126180.98
1797,104127.66
1798,117366.945
1799,95373.44
1800,124849.555
1801,137279.64
1802,116003.84
1803,164915.83
1804,114518.54
1805,118740.0
1806,122135.484
1807,151218.98
1808,110879.984
1809,126967.78
1810,143904.97
1811,115980.766
1812,106960.33
1813,115335.06
1814,91558.89
1815,71608.0
1816,104439.95
1817,122139.78
1818,184529.27
1819,120083.17
1820,99052.3
1821,109657.34
1822,132484.03
1823,78329.06
1824,158698.64
1825,142391.39
1826,100119.72
1827,110861.86
1828,136784.45
1829,109991.57
1830,154026.56
1831,155423.48
1832,164207.27
1833,155169.33
1834,119811.266
1835,132942.89
1836,130633.42
1837,108774.34
1838,104410.69
1839,97382.516
1840,127059.08
1841,125964.266
1842,95903.086
1843,124557.75
1844,124344.44
1845,135459.3
1846,127749.375
1847,247061.02
1848,75015.19
1849,137276.27
1850,117413.42
1851,159158.9
1852,123742.75
1853,134130.12
1854,141493.78
1855,127954.18
1856,201495.02
1857,181411.03
1858,188217.94
1859,152016.62
1860,133902.52
1861,149795.38
1862,300899.4
1863,284781.97
1864,284865.1
1865,239225.69
1866,253106.44
1867,207660.02
1868,293072.97
1869,175191.03
1870,174436.05
1871,201895.8
1872,167672.92
1873,209203.83
1874,133846.89
1875,175099.73
1876,192920.66
1877,187916.42
1878,209211.61
1879,113160.84
1880,115275.28
1881,223098.19
1882,258849.7
1883,193513.48
1884,213256.39
1885,186937.58
1886,274929.53
1887,189704.44
1888,231563.5
1889,164155.3
1890,129303.66
1891,133609.33
1892,103204.47
1893,124930.53
1894,156715.56
1895,163153.19
1896,121538.36
1897,112130.766
1898,115525.445
1899,137852.38
1900,134077.2
1901,148305.73
1902,166676.75
1903,227166.2
1904,123861.18
1905,187195.58
1906,131622.61
1907,238166.23
1908,104353.5
1909,116716.25
1910,116200.36
1911,193603.1
1912,336206.78
1913,130328.24
1914,71518.82
1915,236656.2
1916,77287.08
1917,231566.16
1918,130133.92
1919,162930.47
1920,168904.44
1921,303651.66
1922,213815.11
1923,223758.97
1924,198766.77
1925,221994.75
1926,305274.2
1927,123427.28
1928,155799.86
1929,112745.34
1930,135576.67
1931,122482.98
1932,133876.83
1933,154573.14
1934,173398.97
1935,157586.66
1936,177498.23
1937,182360.83
1938,163976.27
1939,220711.55
1940,198378.95
1941,171474.95
1942,180317.62
1943,169009.61
1944,294384.97
1945,279748.66
1946,101300.08
1947,235744.94
1948,111848.625
1949,219787.17
1950,146761.7
1951,249133.75
1952,229483.12
1953,139416.58
1954,199709.52
1955,123694.28
1956,331740.0
1957,149906.25
1958,258373.86
1959,162436.77
1960,109383.81
1961,105481.914
1962,95129.38
1963,104462.76
1964,116353.09
1965,135573.75
1966,126846.39
1967,226762.92
1968,403234.75
1969,313917.9
1970,367123.25
1971,369268.72
1972,284971.16
1973,230705.16
1974,277129.34
1975,427402.66
1976,212295.17
1977,315316.72
1978,343377.7
1979,259700.33
1980,171362.17
1981,259857.94
1982,184416.52
1983,184320.33
1984,166608.14
1985,209682.11
1986,210654.22
1987,173480.36
1988,175273.92
1989,193002.61
1990,216488.14
1991,195394.45
1992,206837.61
1993,162055.16
1994,261532.95
1995,182865.33
1996,244958.66
1997,274355.62
1998,293783.44
1999,239894.31
2000,298833.66
2001,249746.1
2002,192852.9
2003,217185.11
2004,224025.72
2005,182123.2
2006,197299.52
2007,236980.06
2008,185634.3
2009,191041.84
2010,192587.84
2011,144632.02
2012,147781.33
2013,180432.89
2014,188324.95
2015,165637.36
2016,184344.27
2017,185097.02
2018,119778.57
2019,112658.6
2020,101877.78
2021,98495.56
2022,148271.28
2023,138080.86
2024,335174.97
2025,344838.06
2026,177834.45
2027,145177.42
2028,152940.39
2029,150035.73
2030,237818.83
2031,193978.25
2032,204209.22
2033,226719.33
2034,148527.2
2035,195847.27
2036,167834.62
2037,168969.23
2038,261808.3
2039,172989.78
2040,322124.38
2041,214752.3
2042,202035.8
2043,164346.02
2044,208490.42
2045,157224.05
2046,160339.33
2047,139433.5
2048,128417.48
2049,164035.52
2050,162349.3
2051,123995.55
2052,123341.92
2053,136477.8
2054,86495.94
2055,148638.3
2056,148281.8
2057,121570.38
2058,217195.56
2059,135501.72
2060,176322.77
2061,189040.7
2062,120595.375
2063,109451.625
2064,123613.836
2065,110691.36
2066,169206.27
2067,202092.3
2068,174997.75
2069,93198.63
2070,98696.76
2071,103689.13
2072,128075.95
2073,120100.61
2074,117224.09
2075,127308.234
2076,103156.89
2077,156708.36
2078,114636.33
2079,121566.08
2080,110297.93
2081,113086.17
2082,159061.3
2083,139479.66
2084,101832.516
2085,124123.125
2086,126446.09
2087,119712.28
2088,116242.67
2089,86790.61
2090,112031.734
2091,106993.75
2092,145726.3
2093,121624.78
2094,119967.19
2095,109738.59
2096,93572.71
2097,98158.02
2098,137838.1
2099,59078.516
2100,148300.17
2101,117466.81
2102,133861.73
2103,92758.52
2104,179054.89
2105,143126.77
2106,86530.16
2107,258736.28
2108,108836.34
2109,118277.08
2110,135558.45
2111,147291.16
2112,150914.97
2113,109420.516
2114,113758.164
2115,153563.45
2116,113276.5
2117,136144.45
2118,125541.25
2119,113624.086
2120,92608.39
2121,107550.555
2122,120936.55
2123,97601.58
2124,175586.23
2125,158923.39
2126,167399.36
2127,158229.3
2128,146981.92
2129,95491.016
2130,145447.67
2131,123745.2
2132,111402.66
2133,120622.63
2134,114238.82
2135,89975.3
2136,103208.516
2137,114232.805
2138,117600.79
2139,127192.12
2140,119924.055
2141,139202.3
2142,123018.375
2143,140242.06
2144,113571.32
2145,118524.766
2146,129455.84
2147,176383.11
2148,116920.16
2149,122224.34
2150,158017.81
2151,100513.9
2152,155310.67
2153,236866.98
2154,106065.766
2155,137183.2
2156,312410.78
2157,228258.89
2158,254071.55
2159,221126.84
2160,168826.83
2161,217687.56
2162,345949.2
2163,256406.39
2164,189935.33
2165,195961.48
2166,134629.58
2167,189401.47
2168,194617.17
2169,190613.58
2170,173466.97
2171,137117.78
2172,124329.33
2173,166792.89
2174,243876.3
2175,237054.94
2176,248204.17
2177,264555.22
2178,206251.11
2179,138908.33
2180,226611.02
2181,180968.17
2182,193531.02
2183,172836.22
2184,133322.89
2185,126417.05
2186,122479.86
2187,135424.14
2188,131039.305
2189,507504.38
2190,113056.5
2191,111211.086
2192,96761.484
2193,103051.34
2194,108735.11
2195,87456.45
2196,120694.28
2197,109181.62
2198,145599.28
2199,163584.45
2200,127723.414
2201,129158.516
2202,157606.83
2203,162860.55
2204,191102.61
2205,126750.664
2206,147029.34
2207,174236.06
2208,219492.58
2209,182064.67
2210,104163.63
2211,102206.12
2212,103949.41
2213,101446.65
2214,166036.77
2215,109954.46
2216,175037.16
2217,77553.42
2218,121917.97
2219,88104.24
2220,82401.016
2221,236784.23
2222,252096.0
2223,211485.05
2224,199777.73
2225,167339.64
2226,229284.77
2227,190086.89
2228,197922.6
2229,220915.89
2230,148937.42
2231,193026.11
2232,166435.11
2233,152703.89
2234,197676.83
2235,232318.3
2236,268372.28
2237,313392.84
2238,153086.7
2239,131713.33
2240,161291.92
2241,135865.55
2242,132939.48
2243,139593.02
2244,99911.984
2245,99350.945
2246,114794.516
2247,108906.14
2248,119601.43
2249,107322.78
2250,106782.016
2251,118363.266
2252,165480.48
2253,145644.11
2254,182527.97
2255,179656.02
2256,169522.1
2257,231867.6
2258,141435.95
2259,174605.48
2260,115845.45
2261,174986.17
2262,169495.58
2263,298176.12
2264,267342.8
2265,105914.35
2266,233059.58
2267,366559.9
2268,336894.56
2269,131307.61
2270,166316.2
2271,174106.39
2272,190441.31
2273,138949.56
2274,165218.42
2275,127005.75
2276,158791.55
2277,175598.02
2278,152072.33
2279,118184.23
2280,111058.56
2281,181977.06
2282,168751.52
2283,103306.36
2284,118599.48
2285,129146.5
2286,113571.266
2287,267219.75
2288,239963.45
2289,336484.66
2290,360836.8
2291,303245.56
2292,328419.28
2293,407925.1
2294,354039.22
2295,355264.28
2296,297505.9
2297,248311.42
2298,269812.56
2299,369153.3
2300,300390.1
2301,224185.14
2302,213766.55
2303,240047.52
2304,214603.7
2305,185563.44
2306,181130.4
2307,191652.55
2308,216981.56
2309,220932.08
2310,187553.2
2311,193157.45
2312,170214.17
2313,174623.6
2314,168162.98
2315,177787.02
2316,203036.83
2317,147521.58
2318,177213.69
2319,171036.19
2320,164521.69
2321,214345.2
2322,174915.11
2323,150672.89
2324,157556.73
2325,202247.7
2326,160792.98
2327,209116.83
2328,218877.89
2329,183133.08
2330,185354.77
2331,318952.78
2332,371719.84
2333,309035.9
2334,265446.8
2335,250120.36
2336,290736.12
2337,193368.42
2338,215476.62
2339,197059.3
2340,300344.28
2341,227071.45
2342,204788.92
2343,202359.27
2344,221865.58
2345,207250.38
2346,189874.53
2347,194233.92
2348,210213.77
2349,174164.88
2350,233659.72
2351,241246.17
2352,232977.7
2353,281572.4
2354,149021.14
2355,152080.19
2356,139512.56
2357,189119.39
2358,206958.3
2359,130577.83
2360,114910.55
2361,122550.86
2362,282350.62
2363,124132.305
2364,135578.84
2365,196842.19
2366,171706.4
2367,228722.92
2368,210428.61
2369,227530.19
2370,146770.8
2371,161905.36
2372,202059.45
2373,233005.66
2374,264358.88
2375,215910.17
2376,348900.4
2377,359565.06
2378,133859.36
2379,238006.36
2380,137125.39
2381,166682.5
2382,208749.27
2383,201976.05
2384,231669.81
2385,126807.2
2386,120878.56
2387,125465.63
2388,121648.45
2389,124680.47
2390,135536.45
2391,123964.63
2392,106722.57
2393,136090.12
2394,123961.92
2395,206605.64
2396,141220.44
2397,162019.95
2398,128593.23
2399,80572.35
2400,56367.69
2401,105665.73
2402,138394.16
2403,150268.89
2404,148271.3
2405,146459.58
2406,116654.56
2407,120301.89
2408,129641.18
2409,123250.49
2410,177730.77
2411,108674.586
2412,160117.67
2413,127124.95
2414,128517.7
2415,153003.81
2416,108340.984
2417,116891.99
2418,111471.02
2419,138876.23
2420,109392.06
2421,179129.55
2422,101774.65
2423,140163.66
2424,137638.39
2425,307840.34
2426,116228.266
2427,145207.98
2428,168666.58
2429,106558.07
2430,115019.0
2431,141324.61
2432,122733.164
2433,142948.05
2434,130362.375
2435,141821.22
2436,105642.92
2437,107262.91
2438,111730.71
2439,104871.81
2440,104212.89
2441,109915.625
2442,107164.04
2443,123220.36
2444,108643.76
2445,91125.31
2446,151234.23
2447,176527.11
2448,145430.33
2449,104137.266
2450,147382.22
2451,124285.7
2452,227715.36
2453,110194.34
2454,146476.95
2455,118591.586
2456,128225.14
2457,105716.3
2458,119387.22
2459,111076.67
2460,123169.52
2461,119249.234
2462,129013.945
2463,115238.766
2464,214993.2
2465,121319.53
2466,117077.75
2467,112585.95
2468,100800.85
2469,98964.164
2470,226219.69
2471,199422.73
2472,185437.3
2473,108518.44
2474,108714.74
2475,228851.64
2476,109852.195
2477,119098.77
2478,148054.97
2479,104562.484
2480,122106.56
2481,120748.78
2482,109458.2
2483,108956.36
2484,115467.94
2485,114830.62
2486,139147.06
2487,263462.88
2488,131843.4
2489,132007.33
2490,124667.05
2491,104827.39
2492,194535.86
2493,139426.36
2494,148651.31
2495,111242.914
2496,354980.4
2497,159904.45
2498,104807.086
2499,100635.92
2500,133957.45
2501,138309.3
2502,130634.73
2503,105189.47
2504,152765.14
2505,214958.61
2506,236380.36
2507,328601.16
2508,237407.84
2509,202165.39
2510,197961.98
2511,172899.92
2512,206102.89
2513,208026.0
2514,234162.64
2515,131372.83
2516,150938.7
2517,138731.77
2518,149194.8
2519,223959.03
2520,206428.44
2521,196492.98
2522,208339.58
2523,108768.08
2524,125986.26
2525,120267.56
2526,124783.9
2527,110356.67
2528,111658.08
2529,116115.59
2530,120639.56
2531,257421.8
2532,217576.36
2533,193154.77
2534,207993.11
2535,300608.38
2536,229239.55
2537,182686.36
2538,175812.19
2539,161389.08
2540,173418.02
2541,168359.1
2542,175029.8
2543,118778.57
2544,114115.31
2545,111798.58
2546,125237.71
2547,123532.98
2548,202858.27
2549,144064.77
2550,482382.1
2551,142602.61
2552,121045.29
2553,115178.58
2554,113250.49
2555,91005.945
2556,90502.44
2557,103801.266
2558,222457.92
2559,147010.12
2560,114458.59
2561,106075.36
2562,128125.88
2563,122489.06
2564,157105.64
2565,146769.12
2566,166275.6
2567,127946.88
2568,134548.14
2569,154015.78
2570,103687.54
2571,182095.39
2572,133530.84
2573,183779.92
2574,381964.2
2575,104805.04
2576,145324.55
2577,159723.36
2578,93771.95
2579,82134.51
2580,141078.62
2581,145148.97
2582,128332.766
2583,241801.86
2584,138589.89
2585,175371.73
2586,201169.11
2587,171624.45
2588,124139.11
2589,128385.78
2590,196709.97
2591,294837.34
2592,236237.34
2593,215984.02
2594,146008.08
2595,184747.44
2596,283810.78
2597,190311.84
2598,284075.78
2599,277333.12
2600,221875.78
2601,137175.27
2602,98004.81
2603,97860.664
2604,108446.516
2605,103246.17
2606,133483.67
2607,214467.12
2608,188709.11
2609,159446.52
2610,109181.516
2611,140626.86
2612,140995.31
2613,115841.22
2614,112501.61
2615,147781.08
2616,134056.66
2617,192123.33
2618,127035.94
2619,225768.36
2620,171129.03
2621,182972.42
2622,194538.33
2623,242110.05
2624,297642.88
2625,331182.34
2626,154515.88
2627,154914.14
2628,353667.34
2629,434477.3
2630,302090.62
2631,352382.22
2632,359781.47
2633,240225.61
2634,314124.72
2635,132274.02
2636,185966.61
2637,144563.64
2638,269146.03
2639,176054.86
2640,132561.69
2641,106360.56
2642,188997.36
2643,102661.984
2644,127766.69
2645,101699.195
2646,92787.65
2647,107208.22
2648,155009.45
2649,135409.36
2650,125661.79
2651,136929.88
2652,313379.53
2653,193147.27
2654,232174.61
2655,302158.62
2656,266859.53
2657,277270.84
2658,282222.66
2659,272964.28
2660,289628.4
2661,266093.97
2662,250936.11
2663,236495.25
2664,222634.58
2665,269113.3
2666,247477.75
2667,168359.3
2668,172790.45
2669,173149.86
2670,273861.03
2671,178049.98
2672,186517.02
2673,202670.77
2674,207455.08
2675,161345.86
2676,185170.0
2677,197939.92
2678,271071.34
2679,225740.58
2680,247789.16
2681,337451.2
2682,310695.72
2683,493434.03
2684,292088.78
2685,355261.6
2686,236339.05
2687,211860.81
2688,192980.8
2689,175959.64
2690,378162.1
2691,192249.83
2692,144801.6
2693,184470.14
2694,144808.3
2695,186594.55
2696,179372.22
2697,197085.55
2698,179702.52
2699,172143.89
2700,155394.45
2701,143377.6
2702,116653.51
2703,138338.86
2704,137912.11
2705,114000.05
2706,111013.35
2707,124419.81
2708,120602.03
2709,105835.36
2710,114558.54
2711,376808.28
2712,330735.94
2713,175286.92
2714,133640.58
2715,160949.22
2716,135318.34
2717,207861.64
2718,244611.86
2719,136402.16
2720,158446.67
2721,114410.34
2722,151393.86
2723,114580.56
2724,112179.48
2725,125590.22
2726,131849.39
2727,158486.05
2728,172807.23
2729,121179.37
2730,135551.8
2731,113885.266
2732,127327.4
2733,141956.36
2734,153223.39
2735,130922.3
2736,168184.23
2737,104062.984
2738,155944.73
2739,135938.33
2740,117111.73
2741,140601.53
2742,145396.86
2743,160519.39
2744,137147.0
2745,120773.85
2746,126546.8
2747,159666.95
2748,128050.93
2749,134637.47
2750,105814.11
2751,110452.93
2752,207827.25
2753,145199.0
2754,231931.89
2755,124900.49
2756,93517.42
2757,79635.18
2758,76268.875
2759,133030.38
2760,147349.1
2761,137210.55
2762,147913.58
2763,243586.11
2764,174745.4
2765,302006.75
2766,132211.77
2767,104836.52
2768,150506.52
2769,135155.94
2770,115580.66
2771,102392.11
2772,117297.984
2773,191172.08
2774,138445.39
2775,134525.27
2776,131654.8
2777,124748.516
2778,89506.836
2779,155950.64
2780,106145.58
2781,97535.04
2782,112079.54
2783,113730.05
2784,109538.42
2785,121597.19
2786,67259.81
2787,109792.32
2788,103765.78
2789,190363.89
2790,96139.914
2791,80417.67
2792,97639.484
2793,164120.53
2794,109556.2
2795,110498.83
2796,99570.82
2797,209264.17
2798,132813.73
2799,115328.69
2800,94160.22
2801,101364.96
2802,125367.69
2803,217026.86
2804,129447.66
2805,107434.07
2806,109296.05
2807,146217.45
2808,132214.27
2809,107164.17
2810,117752.51
2811,160773.02
2812,140079.67
2813,221048.95
2814,211447.27
2815,87023.68
2816,172729.8
2817,126450.016
2818,109567.164
2819,149968.9
2820,146772.61
2821,110927.164
2822,193667.3
2823,446593.72
2824,184621.97
2825,199184.1
2826,118209.25
2827,142315.81
2828,301033.3
2829,173980.64
2830,218260.58
2831,165333.4
2832,241269.11
2833,225973.86
2834,212847.7
2835,211487.45
2836,186903.95
2837,145652.58
2838,137842.7
2839,184880.89
2840,185685.11
2841,202941.84
2842,211905.14
2843,144271.48
2844,154277.56
2845,114271.195
2846,205905.44
2847,198303.64
2848,191477.48
2849,212357.98
2850,255116.5
2851,223850.53
2852,215181.8
2853,230591.23
2854,138741.83
2855,179059.61
2856,205253.94
2857,184138.58
2858,180766.14
2859,117105.61
2860,117755.53
2861,124823.41
2862,184786.06
2863,119946.44
2864,269922.34
2865,142377.39
2866,167595.27
2867,92500.38
2868,92973.36
2869,131420.33
2870,151166.38
2871,91061.69
2872,60330.535
2873,114301.3
2874,139652.39
2875,98493.61
2876,137980.47
2877,130837.52
2878,128117.75
2879,138963.05
2880,105787.01
2881,132022.52
2882,163805.02
2883,165975.81
2884,168230.48
2885,192981.58
2886,233947.42
2887,104811.42
2888,120296.29
2889,77380.44
2890,88738.64
2891,149343.52
2892,77229.45
2893,108751.44
2894,81174.44
2895,284242.6
2896,254246.98
2897,159381.14
2898,166939.83
2899,196620.1
2900,129557.08
2901,123216.14
2902,190437.42
2903,285318.28
2904,296421.1
2905,118117.99
2906,157957.69
2907,123863.51
2908,117908.66
2909,159044.14
2910,91309.72
2911,99413.82
2912,153556.53
2913,95752.15
2914,100006.086
2915,99443.766
2916,98282.95
2917,143673.72
2918,116915.43
2919,211886.08
